UF,Município,Latitude,Longitude,"2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","Total"
TO,ITAPORÃ DO TOCANTINS,-8.56882861156053,-48.6932637032248,24,0,0,0,0,0,0,0,0,0,24
TO,MARIANÓPOLIS DO TOCANTINS,-9.79888035935058,-49.6510339944377,0,0,0,0,0,0,0,0,0,45,45
TO,NATIVIDADE,-11.7053573825042,-47.7272575338231,0,0,0,0,0,0,0,26,20,0,46
TO,NOVO ACORDO,-9.96848646570169,-47.6681483922167,0,0,0,0,0,0,0,0,6,0,6
TO,NOVO JARDIM,-11.8158750501489,-46.6307872958898,0,0,11,0,0,0,0,0,0,0,11
TO,PALMEIRAS DO TOCANTINS,-6.6118623345617,-47.5586835262825,0,0,0,0,0,0,20,0,0,0,20
TO,PAU D'ARCO,-7.53999835569997,-49.3633064810091,0,16,0,0,0,0,0,0,0,0,16
TO,PEIXE,-12.029773830853,-48.537810626336,0,0,0,0,5,0,0,0,0,0,5
TO,PONTE ALTA DO BOM JESUS,-12.0878129084344,-46.4695867923951,0,0,3,0,11,0,0,0,0,0,14
TO,PORTO ALEGRE DO TOCANTINS,-11.6072590990884,-47.0474256004295,0,0,0,0,0,0,0,0,0,14,14
TO,PORTO NACIONAL,-10.7085699169999,-48.4121534584309,0,0,100,0,0,1,0,7,0,12,120
TO,PRESIDENTE KENNEDY,-8.52996082761917,-48.504330670109,9,0,0,0,0,0,0,0,0,13,22
TO,RECURSOLÂNDIA,-8.73536045388012,-47.2380411950207,0,0,0,27,0,0,0,0,0,0,27
TO,RIACHINHO,-6.4422113876974,-48.1410455020379,0,0,0,20,0,0,0,0,0,0,20
TO,SANDOLÂNDIA,-12.5416001674832,-49.9333881543011,0,0,0,0,0,0,0,0,0,26,26
TO,SANTA FÉ DO ARAGUAIA,-7.1499363850312,-48.6939418034376,0,0,0,0,0,13,0,0,0,0,13
TO,SANTA ROSA DO TOCANTINS,-11.4514039985494,-48.1199542217524,0,0,14,0,0,0,0,0,0,0,14
TO,SÃO BENTO,-6.04499925719238,-47.9193922870533,0,0,0,73,8,0,0,0,0,0,81
TO,SILVANÓPOLIS,-11.1498613085628,-48.1798241355321,0,0,7,0,0,0,0,0,0,0,7
TO,SUCUPIRA,-11.9862215108599,-48.911126282687,0,0,36,0,0,0,0,0,0,0,36
TO,TAIPAS DO TOCANTINS,-12.1928372090542,-46.9845717959323,0,0,0,0,0,17,0,0,0,0,17
TO,TOCANTINÓPOLIS,-6.32563437602796,-47.4274129286926,0,174,0,0,0,0,0,0,0,0,174
TO,XAMBIOÁ,-6.41188502017984,-48.5316010728169,0,44,16,0,7,12,0,0,0,0,79
